rank,totalRankScore,totalPriceRankScore,nightlyRateScore,reviewRankScore,rareFindScore,acScore,wifiScore,guestFavoriteScore,superhostScore,id,title,dates,totalPrice,totalPriceRank,nightlyRateRank,reviewScore,reviewScoreString,reviewScoreRank,url,nightlyRateDisplay,nights,nightlyTotalDisplay,nightlyTotalDisplayPercent,cleaningFee,airbnbFee,feeTotal,feePercent,beds,Wifi,Dedicated workspace,TV,Air conditioning,Shared patio or balcony,Microwave,Exterior security cameras on property,Carbon monoxide alarm,Superhost,guest_favorite,Kitchen,Pets allowed,Washer,Dryer,Hair dryer,Smoke alarm,Guest favorite,Free washer – In building,Free dryer – In building,Luggage dropoff allowed,Mountain view,City skyline view,Fast wifi – 133 Mbps,HDTV,Elevator,Free washer – In unit,Free dryer – In unit,Private patio or balcony,Fast wifi – 314 Mbps,HDTV with Netflix,Washer – In unit,Refrigerator,Free parking garage on premises – 1 space,TV with standard cable,Smoking allowed,Paid parking on premises,Fast wifi – 269 Mbps,43 inch HDTV with Amazon Prime Video, Apple TV, premium cable,Free dryer,Bathtub,Indoor fireplace,Free parking on premises,Free parking garage on premises,Paid washer – In building,Paid dryer – In building,Pool,Shared sauna,Long term stays allowed,Patio or balcony,32 inch HDTV with Netflix,Free street parking,Paid washer,Paid dryer,Gym,Shared hot tub - available all year, open specific hours
1,310,155,0,155,0,0,0,0,0,1228642019538622577,Apartment in Bogotá,01/18/25 - 01/21/25,59,1,1,5,5.0 (3),1,https://www.airbnb.com/rooms/1228642019538622577?check_in=2025-01-19&check_out=2025-01-22&guests=1&adults=1,17,3,51,0.864406779661017,8,0,8,0.13559322033898305,,true,true,true,true,true,true,true,false,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,290,135,0,155,0,0,0,0,0,1039720439525885058,Loft in Bogotá,01/18/25 - 01/21/25,84,5,2,5,5.0 (5),1,https://www.airbnb.com/rooms/1039720439525885058?check_in=2025-01-19&check_out=2025-01-22&guests=1&adults=1,19,3,71,0.8452380952380952,14,12,26,0.30952380952380953,,true,true,true,,,,,false,,true,true,true,true,true,true,false,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,255,140,0,115,0,0,0,0,0,1166554405777676705,Apartment in Bogotá,01/18/25 - 01/21/25,83,4,3,4.88,4.88 (56),9,https://www.airbnb.com/rooms/1166554405777676705?check_in=2025-01-19&check_out=2025-01-22&guests=1&adults=1,21,3,62,0.7469879518072289,9,12,21,0.25301204819277107,1 double bed,true,true,true,,,,true,false,,true,true,,,,,false,true,,,,,,,,true,,,,,,,,,,,,,,,,,,,true,true,,,,,,,,,,
4,255,145,0,110,0,0,0,0,0,1094469053504039120,Loft in Engativá,01/18/25 - 01/21/25,81,3,2,4.87,4.87 (46),10,https://www.airbnb.com/rooms/1094469053504039120?check_in=2025-01-19&check_out=2025-01-22&guests=1&adults=1,19,3,56,0.691358024691358,14,11,25,0.30864197530864196,,true,true,true,,,,,false,,true,true,true,,,,false,true,,,,true,true,,,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,250,150,0,100,0,0,0,0,0,746394596097489290,Loft in Teusaquillo,01/18/25 - 01/21/25,79,2,4,4.85,4.85 (67),12,https://www.airbnb.com/rooms/746394596097489290?check_in=2025-01-19&check_out=2025-01-22&guests=1&adults=1,23,3,68,0.8607594936708861,0,11,11,0.13924050632911392,2 beds,true,true,,,,,,false,,true,true,,true,,,false,true,,,,true,true,,,true,,,,,,,,,,,,,,,,,,,,,,,,,true,,,,,
6,235,105,0,130,0,0,0,0,0,1166746254724027954,Apartment in Teusaquillo,01/18/25 - 01/21/25,104,11,6,4.92,4.92 (39),6,https://www.airbnb.com/rooms/1166746254724027954?check_in=2025-01-19&check_out=2025-01-22&guests=1&adults=1,26,3,79,0.7596153846153846,10,15,25,0.2403846153846154,,,,,,,,,,,,,,,,,,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,230,75,0,155,0,0,0,0,0,1290193069949185210,Apartment in Chapinero,01/18/25 - 01/21/25,151,17,16,5,5.0 (3),1,https://www.airbnb.com/rooms/1290193069949185210?check_in=2025-01-19&check_out=2025-01-22&guests=1&adults=1,43,3,130,0.8609271523178808,0,21,21,0.1390728476821192,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,225,80,0,145,0,0,0,0,0,623117587805461963,Condo in Bogotá,01/18/25 - 01/21/25,146,16,13,4.97,4.97 (33),3,https://www.airbnb.com/rooms/623117587805461963?check_in=2025-01-19&check_out=2025-01-22&guests=1&adults=1,38,3,114,0.7808219178082192,11,21,32,0.2191780821917808,,,true,,,,,,,,true,true,,,true,true,,true,,,,true,,,,true,,,,true,true,true,true,,,,,,,,,,,,,,,,,,,,,,,
9,225,130,0,95,0,0,0,0,0,1278957241424577108,Apartment in Santa Bárbara,01/18/25 - 01/21/25,89,6,4,4.82,4.82 (11),13,https://www.airbnb.com/rooms/1278957241424577108?check_in=2025-01-19&check_out=2025-01-22&guests=1&adults=1,23,3,69,0.7752808988764045,20,0,20,0.2247191011235955,,true,true,true,,,true,,,,,true,,,,true,,,,,,,,,,true,,,,,,,,,,,,,,,,,,,,,,,true,,,true,,,true,
10,220,130,0,90,0,0,0,0,0,1278957590715300074,Apartment in Santa Bárbara,01/18/25 - 01/21/25,89,6,4,4.8,4.8 (10),14,https://www.airbnb.com/rooms/1278957590715300074?check_in=2025-01-19&check_out=2025-01-22&guests=1&adults=1,23,3,69,0.7752808988764045,20,0,20,0.2247191011235955,,true,true,true,,,true,,,,true,true,,,,true,,true,,,,,,,,true,,,,,,,,,,,,,,,,,,,,,,,true,,,true,,,true,
11,215,90,0,125,0,0,0,0,0,1238639681787856704,Apartment in Chapinero,01/18/25 - 01/21/25,120,14,10,4.91,4.91 (11),7,https://www.airbnb.com/rooms/1238639681787856704?check_in=2025-01-19&check_out=2025-01-22&guests=1&adults=1,32,3,96,0.8,7,17,24,0.2,1 bed,true,true,true,,,,,,,true,,true,,,,,true,,,,,,,,,,,,,,,,,,true,true,,,,,,,,,,,,,,,,,,,
12,210,110,0,100,0,0,0,0,0,1070521958348957118,Apartment in Bogotá,01/18/25 - 01/21/25,103,10,8,4.85,4.85 (34),12,https://www.airbnb.com/rooms/1070521958348957118?check_in=2025-01-19&check_out=2025-01-22&guests=1&adults=1,30,3,90,0.8737864077669902,0,13,13,0.1262135922330097,1 bed,true,true,,,,,,,,true,true,,,,true,false,true,,,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,true,,true,true,true,,
13,205,120,0,85,0,0,0,0,0,1160084275155706101,Apartment in Chapinero,01/18/25 - 01/21/25,91,8,5,4.79,4.79 (28),15,https://www.airbnb.com/rooms/1160084275155706101?check_in=2025-01-19&check_out=2025-01-22&guests=1&adults=1,25,3,76,0.8351648351648352,2,13,15,0.16483516483516483,,true,true,true,,,true,true,false,,true,true,,,,true,false,true,,,,,,,,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14,200,50,0,150,0,0,0,0,0,768189838434926247,Apartment in Chapinero,01/18/25 - 01/21/25,207,22,17,4.98,4.98 (51),2,https://www.airbnb.com/rooms/768189838434926247?check_in=2025-01-19&check_out=2025-01-22&guests=1&adults=1,49,3,147,0.7101449275362319,34,26,60,0.2898550724637681,2 beds,true,true,true,,,,true,false,,true,true,,,,true,,true,true,true,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15,195,55,0,140,0,0,0,0,0,1179827760768480673,Apartment in Bogotá,01/18/25 - 01/21/25,171,21,14,4.95,4.95 (42),4,https://www.airbnb.com/rooms/1179827760768480673?check_in=2025-01-19&check_out=2025-01-22&guests=1&adults=1,40,3,120,0.7017543859649122,30,21,51,0.2982456140350877,,,,,,,,,,,,,,,,,,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16,195,60,0,135,0,0,0,0,0,48119263,Apartment in Bogotá,01/18/25 - 01/21/25,168,20,18,4.94,4.94 (96),5,https://www.airbnb.com/rooms/48119263?check_in=2025-01-19&check_out=2025-01-22&guests=1&adults=1,50,3,150,0.8928571428571429,18,0,18,0.10714285714285714,,true,true,,,,,,false,,true,true,,,,,false,true,,,,,,,,true,true,true,,,,,,true,true,,,,,,,,,,,,,,,,,,,,,
17,195,85,0,110,0,0,0,0,0,933992082098104829,Apartment in Bogotá,01/18/25 - 01/21/25,124,15,10,4.87,4.87 (53),10,https://www.airbnb.com/rooms/933992082098104829?check_in=2025-01-19&check_out=2025-01-22&guests=1&adults=1,32,3,154,1.2419354838709677,27,0,27,0.21774193548387097,1 double bed,true,true,,,,,,false,true,,true,true,,,,false,,,,,,true,,,,,,,,,,,,,,,,,,,,true,,,,true,true,,,,,,,,
18,190,65,0,125,0,0,0,0,0,48218124,Apartment in Bogotá,01/18/25 - 01/21/25,153,19,19,4.91,4.91 (375),7,https://www.airbnb.com/rooms/48218124?check_in=2025-01-19&check_out=2025-01-22&guests=1&adults=1,51,3,273,1.7843137254901962,0,0,0,0,,,,,,,,,,,,,,,,,,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19,190,70,0,120,0,0,0,0,0,740642382225499796,Loft in Suba,01/18/25 - 01/21/25,152,18,15,4.9,4.9 (266),8,https://www.airbnb.com/rooms/740642382225499796?check_in=2025-01-19&check_out=2025-01-22&guests=1&adults=1,42,3,126,0.8289473684210527,7,19,26,0.17105263157894737,2 beds,,true,,,,,true,,,true,true,true,,,,,true,,,,,,,,,true,,,,,,,,,,,true,true,true,true,true,,,,,,,,,,,,,,
20,190,110,0,80,0,0,0,0,0,1247197413049941819,Apartment in Chapinero,01/18/25 - 01/21/25,103,10,9,4.68,4.68 (88),16,https://www.airbnb.com/rooms/1247197413049941819?check_in=2025-01-19&check_out=2025-01-22&guests=1&adults=1,31,3,120,1.1650485436893203,9,0,9,0.08737864077669903,1 bed,true,true,true,,,,true,false,true,,true,true,true,,,,,,,,,,,,true,,,true,,,,,,,,,,,,,,,,,,,,,,,,,,,
21,190,125,0,65,0,0,0,0,0,1309024145354764379,Apartment in Bogotá,01/18/25 - 01/21/25,90,7,5,,New,19,https://www.airbnb.com/rooms/1309024145354764379?check_in=2025-01-19&check_out=2025-01-22&guests=1&adults=1,25,3,76,0.8444444444444444,14,0,14,0.15555555555555556,,true,true,true,,,,,false,true,,true,,,,true,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,true,true,,,,,,,,,,true
22,180,30,0,150,0,0,0,0,0,49056143,Apartment in Bogotá,01/18/25 - 01/21/25,226,26,20,4.98,4.98 (171),2,https://www.airbnb.com/rooms/49056143?check_in=2025-01-19&check_out=2025-01-22&guests=1&adults=1,57,3,172,0.7610619469026548,24,30,54,0.23893805309734514,2 double beds,,true,,,,,,,,true,true,,,,,,true,,,,true,true,true,true,true,true,true,true,,,,,,,,,,,,,,,,,,,,,,,,,,,
23,180,90,0,90,0,0,0,0,0,772475184374161220,Apartment in Chapinero,01/18/25 - 01/21/25,120,14,12,4.8,4.8 (60),14,https://www.airbnb.com/rooms/772475184374161220?check_in=2025-01-19&check_out=2025-01-22&guests=1&adults=1,34,3,103,0.8583333333333333,0,17,17,0.14166666666666666,1 bed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24,180,115,0,65,0,0,0,0,0,1312421496532264922,Apartment in Bogotá,01/18/25 - 01/21/25,93,9,6,,New,19,https://www.airbnb.com/rooms/1312421496532264922?check_in=2025-01-19&check_out=2025-01-22&guests=1&adults=1,26,3,78,0.8387096774193549,2,13,15,0.16129032258064516,2 beds,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25,170,95,0,75,0,0,0,0,0,1110312783777302067,Apartment in Bogotá,01/18/25 - 01/21/25,119,13,11,4.67,4.67 (12),17,https://www.airbnb.com/rooms/1110312783777302067?check_in=2025-01-19&check_out=2025-01-22&guests=1&adults=1,33,3,99,0.8319327731092437,20,0,20,0.16806722689075632,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26,170,100,0,70,0,0,0,0,0,673038586695948170,Loft in Teusaquillo,01/18/25 - 01/21/25,115,12,7,4.49,4.49 (51),18,https://www.airbnb.com/rooms/673038586695948170?check_in=2025-01-19&check_out=2025-01-22&guests=1&adults=1,27,3,81,0.7043478260869566,20,14,34,0.2956521739130435,1 double bed,true,,,,,,,false,,,true,true,,,,false,,,,,,,,,,,,,,,,true,,,,,,,,,,,,,,,,,true,,,,,,
27,165,25,0,140,0,0,0,0,0,895504908108606208,Apartment in Bogotá,01/18/25 - 01/21/25,264,27,22,4.95,4.95 (56),4,https://www.airbnb.com/rooms/895504908108606208?check_in=2025-01-19&check_out=2025-01-22&guests=1&adults=1,64,3,192,0.7272727272727273,39,33,72,0.2727272727272727,2 beds,true,true,true,,,,true,,,true,true,,,,true,,true,true,true,true,,,,,,,,,,,,true,,,,,,,,,,,,,,,,,,,,,,,
28,160,40,0,120,0,0,0,0,0,922422469052323531,Apartment in Bogotá,01/18/25 - 01/21/25,214,24,23,4.9,4.9 (93),8,https://www.airbnb.com/rooms/922422469052323531?check_in=2025-01-19&check_out=2025-01-22&guests=1&adults=1,69,3,207,0.9672897196261683,7,0,7,0.03271028037383177,,true,,true,,,,,false,,true,true,true,,,,false,true,,,,true,true,,,true,,,,,,,,,,,,,,,,,true,,,,,,,,,,,,,
29,155,35,0,120,0,0,0,0,0,708105403284985372,Apartment in Bogotá,01/18/25 - 01/21/25,219,25,24,4.9,4.9 (264),8,https://www.airbnb.com/rooms/708105403284985372?check_in=2025-01-19&check_out=2025-01-22&guests=1&adults=1,73,3,399,1.821917808219178,0,0,0,0,,true,true,,,,,,,,true,true,true,,true,,,true,true,,,true,true,,,,,,,,true,,,,,,,,,,,,,true,,,,,,,,,,,,
30,150,45,0,105,0,0,0,0,0,53186188,Apartment in Bogotá,01/18/25 - 01/21/25,210,23,21,4.86,4.86 (83),11,https://www.airbnb.com/rooms/53186188?check_in=2025-01-19&check_out=2025-01-22&guests=1&adults=1,63,3,190,0.9047619047619048,20,0,20,0.09523809523809523,,true,true,true,,,true,,,,true,true,,true,,,,true,,,,,,,,true,,,,,,,true,,,,,,,,,,true,,,,,,true,,,,,,,
31,150,45,0,105,0,0,0,0,0,53232033,Apartment in Chapinero,01/18/25 - 01/21/25,210,23,21,4.86,4.86 (140),11,https://www.airbnb.com/rooms/53232033?check_in=2025-01-19&check_out=2025-01-22&guests=1&adults=1,63,3,190,0.9047619047619048,20,0,20,0.09523809523809523,,true,true,true,,,,,,,true,true,,true,true,,,true,,,,,,,,true,,,,,,,true,,,,,,,,,,true,,,,,,,true,,,,,,