rank,totalRankScore,priceRankScore,reviewRankScore,id,title,dates,totalPrice,totalPriceRank,reviewScore,reviewScoreString,reviewScoreRank,url,nightlyRateDisplay,nights,nightlyTotalDisplay,nightlyTotalDisplayPercent,cleaningFee,airbnbFee,feeTotal,feePercent,beds,priceRank,Kitchen,Wifi,Dedicated workspace,Pets allowed,65 inch TV with Netflix, Roku,Washer,Shared backyard,Luggage dropoff allowed,Carbon monoxide alarm,Smoke alarm,Pool,Hot tub,Air conditioning,Exterior security cameras on property,Lock on bedroom door,Free parking on premises,TV,Mountain view,Private hot tub,Free driveway parking on premises,32 inch HDTV,Shared patio or balcony,Backyard,River view,Private hot tub - available all year, open 24 hours,Park view,Private outdoor pool - available all year, open 24 hours, infinity, rooftop,50 inch HDTV with Netflix, standard cable,Free washer – In unit,Refrigerator,Private pool,TV with standard cable,Private patio or balcony,Private pool - available all year,42 inch HDTV with standard cable,Dryer,Patio or balcony,Garden view,Free residential garage on premises – 3 spaces,Private outdoor pool - available all year, open 24 hours, lap pool,Courtyard view,Free driveway parking on premises – 2 spaces,TV with Roku,EV charger - level 2
1,170,80,90,1276318100222582508,Cabin in Honda,01/18/25 - 01/21/25,95,3,5,5.0 (7),1,https://www.airbnb.com/rooms/1276318100222582508?check_in=2025-01-19&guests=1&adults=1&check_out=2025-01-22,27,3,82,0.8631578947368421,0,13,13,0.1368421052631579,,1,true,true,true,true,true,true,true,true,false,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,165,75,90,36375348,Room in Honda,01/18/25 - 01/21/25,119,4,5,5.0 (9),1,https://www.airbnb.com/rooms/36375348?check_in=2025-01-19&guests=1&adults=1&check_out=2025-01-22,34,3,102,0.8571428571428571,0,17,17,0.14285714285714285,,3,true,true,,true,,,,,false,false,true,true,true,true,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,160,70,90,1039390522705009193,Home in Honda,01/18/25 - 01/21/25,139,5,5,5.0 (23),1,https://www.airbnb.com/rooms/1039390522705009193?check_in=2025-01-19&guests=1&adults=1&check_out=2025-01-22,40,3,119,0.8561151079136691,0,20,20,0.14388489208633093,,4,,true,,true,,,,,,,,,true,,,true,true,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,140,50,90,1229087566170768130,Home in Honda,01/18/25 - 01/21/25,212,9,5,5.0 (10),1,https://www.airbnb.com/rooms/1229087566170768130?check_in=2025-01-19&guests=1&adults=1&check_out=2025-01-22,61,3,182,0.8584905660377359,0,30,30,0.14150943396226415,4 beds,6,true,true,,true,,true,,,false,false,true,,,true,,true,true,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,120,30,90,1108889764355751503,Home in Honda,01/18/25 - 01/21/25,283,13,5,5.0 (29),1,https://www.airbnb.com/rooms/1108889764355751503?check_in=2025-01-19&guests=1&adults=1&check_out=2025-01-22,75,3,225,0.7950530035335689,18,40,58,0.2049469964664311,,9,true,true,true,true,,,,,false,false,,,,true,,true,,true,true,,,,,,,,,,,,,,,,,,,,,,,,,
10,115,25,90,1119052689997263128,Home in Honda,01/18/25 - 01/21/25,302,14,5,5.0 (6),1,https://www.airbnb.com/rooms/1119052689997263128?check_in=2025-01-19&guests=1&adults=1&check_out=2025-01-22,77,3,244,0.8079470198675497,27,43,70,0.23178807947019867,6 beds,10,true,true,true,true,,true,,,false,false,,true,,,,true,true,,,,,,,,,,,,,,,,,,,,,,,,,,,
11,110,20,90,1268267259067704016,Home in Honda,01/18/25 - 01/21/25,356,15,5,5.0 (7),1,https://www.airbnb.com/rooms/1268267259067704016?check_in=2025-01-19&guests=1&adults=1&check_out=2025-01-22,102,3,306,0.8595505617977528,0,50,50,0.1404494382022472,,11,true,true,true,true,,,,,false,false,true,,,true,,true,true,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,170,85,85,52107774,Room in Honda,01/18/25 - 01/21/25,63,2,4.99,4.99 (104),2,https://www.airbnb.com/rooms/52107774?check_in=2025-01-19&guests=1&adults=1&check_out=2025-01-22,18,3,54,0.8571428571428571,0,9,9,0.14285714285714285,,2,true,,true,,,,,true,false,false,,,,,false,,,,,true,true,true,true,,,,,,,,,,,,,,,,,,,,,
8,125,45,80,854335328324074861,Casa particular in Honda,01/18/25 - 01/21/25,251,10,4.97,4.97 (33),3,https://www.airbnb.com/rooms/854335328324074861?check_in=2025-01-19&guests=1&adults=1&check_out=2025-01-22,84,3,251,1,0,0,0,0,2 double beds,8,true,true,true,true,,,,,false,false,,,,,,true,true,,,,,,,true,true,,,,,,,,,,,,,,,,,,,
7,130,55,75,49524155,Apartment in Mariquita,01/18/25 - 01/21/25,172,8,4.96,4.96 (211),4,https://www.airbnb.com/rooms/49524155?check_in=2025-01-19&guests=1&adults=1&check_out=2025-01-22,45,3,136,0.7906976744186046,12,24,36,0.20930232558139536,,7,true,true,true,true,,,,,,,,,,true,,true,,,,,,,,,true,true,true,true,,,,,,,,,,,,,,,,
5,160,90,70,32190961,Room in Honda,01/18/25 - 01/21/25,43,1,4.94,4.94 (47),5,https://www.airbnb.com/rooms/32190961?check_in=2025-01-19&guests=1&adults=1&check_out=2025-01-22,12,3,37,0.8604651162790697,0,6,6,0.13953488372093023,,5,true,true,true,,,,,true,false,false,,,,,false,true,,,,,,,,,,,,,true,true,,,,,,,,,,,,,,
13,100,35,65,42290171,Townhouse in Honda,01/18/25 - 01/21/25,267,12,4.91,4.91 (97),6,https://www.airbnb.com/rooms/42290171?check_in=2025-01-19&guests=1&adults=1&check_out=2025-01-22,73,3,218,0.8164794007490637,11,38,49,0.18352059925093633,,13,true,true,true,true,,,,,false,false,,,,,,,,,true,,,,,,,,,,,,true,true,true,,,,,,,,,,,
14,100,40,60,43497148,Townhouse in Honda,01/18/25 - 01/21/25,254,11,4.88,4.88 (74),7,https://www.airbnb.com/rooms/43497148?check_in=2025-01-19&guests=1&adults=1&check_out=2025-01-22,73,3,218,0.8582677165354331,0,36,36,0.14173228346456693,,14,true,true,true,true,,,,,false,false,,,,,,,,,true,,,,,,,,,,,,,,true,true,true,,,,,,,,,
17,75,20,55,10149439,Home in Honda,01/18/25 - 01/21/25,356,15,4.86,4.86 (117),8,https://www.airbnb.com/rooms/10149439?check_in=2025-01-19&guests=1&adults=1&check_out=2025-01-22,102,3,306,0.8595505617977528,0,50,50,0.1404494382022472,5 beds,17,true,true,,,,true,,,false,false,true,,,,,true,,,,,,,true,,,,,,,,,,,,,true,true,,,,,,,
18,65,15,50,713668534995142309,Home in Honda,01/18/25 - 01/21/25,441,16,4.85,4.85 (20),9,https://www.airbnb.com/rooms/713668534995142309?check_in=2025-01-19&guests=1&adults=1&check_out=2025-01-22,119,3,419,0.9501133786848073,23,62,85,0.1927437641723356,8 beds,18,true,true,true,,,,,,false,false,,,,true,,,,true,,,,,,,,,,,,,,,,,,,,true,true,true,,,,
12,110,65,45,749108875066697293,Home in Honda,01/18/25 - 01/21/25,143,6,4.71,4.71 (21),10,https://www.airbnb.com/rooms/749108875066697293?check_in=2025-01-19&guests=1&adults=1&check_out=2025-01-22,41,3,123,0.8601398601398601,0,20,20,0.13986013986013987,8 beds,12,true,true,,true,,,,,false,false,,,,,,,,,,,,,,,,,,,,,true,,,,,,,,,,true,true,true,true
15,95,60,35,1111857634894991804,Room in Honda,01/18/25 - 01/21/25,156,7,,,12,https://www.airbnb.com/rooms/1111857634894991804?check_in=2025-01-19&guests=1&adults=1&check_out=2025-01-22,44,3,167,1.0705128205128205,0,22,22,0.14102564102564102,,15,true,true,true,,,,,,false,false,true,true,,true,true,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16,80,40,40,857411705745991137,Home in Honda,01/18/25 - 01/21/25,254,11,,,11,https://www.airbnb.com/rooms/857411705745991137?check_in=2025-01-19&guests=1&adults=1&check_out=2025-01-22,73,3,218,0.8582677165354331,0,36,36,0.14173228346456693,10 beds,16,true,true,,true,,,,,false,false,true,true,,,,true,true,,,,,,,,,,,,,,,,,,,,,,,,,,,true